finding_id,detected_type,regex_confidence,value_length,entropy,entropy_level,has_live_prefix,has_test_prefix,looks_like_placeholder,file_role,environment_hint,is_prod_path,is_test_path,is_docs_path,is_config_file,variable_intent,has_secret_variable_name,has_example_language,has_placeholder_language,has_test_language,storage_exposure,asset_criticality,customer_vertical,label,is_true_secret
evenup_finding_0171,pii,high,9,3.17,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0172,pii,high,10,3.12,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0173,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0174,pii,high,9,2.73,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0175,pii,high,10,3.32,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0176,pii,high,11,2.48,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0177,pii,high,9,2.73,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0178,pii,high,10,2.85,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0179,pii,high,11,2.48,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0180,pii,high,9,2.73,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0181,pii,high,10,2.92,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0182,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0183,pii,low,16,3.00,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,false_positive,0
evenup_finding_0184,phi,high,10,2.72,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0185,phi,high,12,2.86,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0186,credit_card,high,16,2.53,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0187,phi,high,10,2.72,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0188,phi,high,12,3.02,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0189,credit_card,high,16,3.25,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0190,phi,high,10,2.45,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0191,phi,high,12,3.02,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0192,credit_card,high,16,2.91,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0193,phi,high,10,2.72,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0194,phi,high,12,3.19,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0195,credit_card,high,16,2.91,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0196,phi,high,10,2.45,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0197,phi,high,12,3.19,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0198,credit_card,high,16,2.95,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0199,pii,high,11,3.10,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0200,pii,high,10,2.92,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0201,financial,high,9,2.50,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0202,pii,high,11,2.91,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0203,pii,high,10,2.92,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0204,financial,high,9,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0205,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0206,pii,high,10,2.92,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0207,financial,high,9,2.50,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0208,pii,high,11,2.48,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0209,pii,high,10,2.65,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0210,financial,high,9,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0211,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0212,pii,high,10,2.92,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0213,financial,high,9,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0214,pii,high,11,2.37,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0215,pii,high,10,2.45,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0216,financial,high,9,2.06,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0217,pii,high,11,3.10,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0218,pii,high,6,1.79,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0219,pii,high,11,2.48,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0220,pii,high,6,1.79,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0221,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0222,pii,high,6,1.25,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,true_secret,1
evenup_finding_0223,pii,low,16,3.00,medium,0,0,0,config,unknown,0,0,0,0,unknown,0,0,0,0,internal,low,fintech-legal-hybrid,false_positive,0
