finding_id,detected_type,regex_confidence,value_length,entropy,entropy_level,has_live_prefix,has_test_prefix,looks_like_placeholder,file_role,environment_hint,is_prod_path,is_test_path,is_docs_path,is_config_file,variable_intent,has_secret_variable_name,has_example_language,has_placeholder_language,has_test_language,storage_exposure,asset_criticality,customer_vertical,structurally_valid,luhn_valid,is_known_test_value,is_public_by_design,label,is_true_secret
evenup_finding_0155,financial,high,22,3.21,medium,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0156,financial,high,9,2.20,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0157,api_key,high,48,5.03,high,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0158,pii,high,11,2.37,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0159,financial,high,22,3.21,medium,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0160,financial,high,9,2.20,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0161,api_key,high,48,4.86,high,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0162,pii,high,11,2.73,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0163,financial,high,22,3.27,medium,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0164,financial,high,9,2.50,low,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0165,api_key,high,48,4.90,high,0,0,0,documentation,prod,1,0,1,0,secret,1,0,0,0,public,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0166,pii,low,11,2.73,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,false_positive,0
evenup_finding_0167,credit_card,low,19,3.05,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0168,api_key,low,40,3.81,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,false_positive,0
evenup_finding_0169,api_key,low,33,3.39,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,false_positive,0
evenup_finding_0170,pii,low,11,3.10,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,false_positive,0
evenup_finding_0171,credit_card,low,19,3.16,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0172,api_key,low,40,3.53,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,false_positive,0
evenup_finding_0173,api_key,low,35,3.80,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,false_positive,0
evenup_finding_0174,pii,low,11,2.91,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,false_positive,0
evenup_finding_0175,credit_card,low,19,2.80,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0176,api_key,low,40,3.70,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,false_positive,0
evenup_finding_0177,api_key,low,35,3.24,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,false_positive,0
evenup_finding_0178,pii,low,16,3.00,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,false_positive,0
evenup_finding_0179,pii,high,11,2.91,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0180,financial,high,22,3.04,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0181,credit_card,high,16,2.91,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0182,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0183,financial,high,22,3.12,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0184,credit_card,high,16,2.83,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0185,pii,high,11,2.55,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0186,financial,high,22,3.17,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0187,credit_card,high,16,2.40,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0188,pii,high,11,2.48,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0189,financial,high,22,3.48,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0190,credit_card,high,16,3.00,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0191,pii,high,11,2.91,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0192,financial,high,22,3.02,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0193,credit_card,high,16,2.53,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0194,pii,high,11,2.19,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0195,financial,high,22,3.17,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0196,credit_card,high,16,2.52,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0197,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0198,financial,high,22,3.21,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0199,credit_card,high,16,3.20,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0200,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0201,financial,high,22,2.82,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0202,credit_card,high,16,2.73,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0203,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0204,financial,high,22,3.32,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0205,credit_card,high,16,3.03,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0206,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0207,financial,high,22,3.19,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0208,credit_card,high,16,2.66,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0209,pii,high,11,2.30,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0210,financial,high,22,3.39,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0211,credit_card,high,16,2.78,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0212,pii,high,11,3.10,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0213,financial,high,22,3.45,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0214,credit_card,high,16,2.90,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0215,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0216,financial,high,22,3.27,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0217,credit_card,high,16,2.88,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0218,pii,high,11,2.91,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0219,financial,high,22,3.36,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0220,credit_card,high,16,2.91,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0221,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0222,financial,high,22,3.28,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0223,credit_card,high,16,2.83,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0224,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0225,financial,high,22,3.27,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0226,credit_card,high,16,3.03,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0227,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0228,financial,high,22,3.22,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0229,credit_card,high,16,2.95,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0230,pii,high,11,2.55,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0231,financial,high,22,3.32,medium,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0232,credit_card,high,16,2.78,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0233,credit_card,low,16,2.81,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0234,financial,low,22,3.15,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0235,credit_card,low,16,2.56,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0236,financial,low,22,3.41,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0237,credit_card,low,16,2.91,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0238,financial,low,22,3.05,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0239,credit_card,low,16,2.91,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0240,financial,low,22,3.30,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0241,credit_card,low,16,2.73,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0242,financial,low,22,2.94,low,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0243,credit_card,low,16,3.20,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0244,financial,low,22,3.17,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0245,credit_card,low,16,2.83,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0246,financial,low,22,3.14,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0247,credit_card,low,16,2.95,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0248,financial,low,22,3.06,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0249,credit_card,low,16,2.73,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0250,financial,low,22,3.30,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0251,credit_card,low,16,3.08,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0252,financial,low,22,3.17,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0253,credit_card,low,16,2.91,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0254,financial,low,22,3.27,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0255,credit_card,low,16,2.78,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0256,financial,low,22,2.92,low,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0257,credit_card,low,16,2.73,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0258,financial,low,22,3.39,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0259,credit_card,low,16,2.95,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0260,financial,low,22,3.45,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0261,credit_card,low,16,2.75,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0262,financial,low,22,3.04,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0263,credit_card,low,16,2.70,low,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0264,financial,low,22,2.85,low,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0265,credit_card,low,16,3.08,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0266,financial,low,22,3.43,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0267,credit_card,low,16,3.03,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,0,0,0,0,false_positive,0
evenup_finding_0268,financial,low,22,3.12,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0269,pii,high,9,2.64,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0270,pii,high,10,3.12,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0271,pii,high,11,2.66,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0272,pii,high,9,2.64,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0273,pii,high,10,2.65,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0274,pii,high,11,2.91,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0275,pii,high,9,3.17,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0276,pii,high,10,3.12,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0277,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0278,pii,high,9,2.73,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0279,pii,high,10,3.32,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0280,pii,high,11,2.48,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0281,pii,high,9,2.73,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0282,pii,high,10,2.85,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0283,pii,high,11,2.48,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0284,pii,high,9,2.73,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0285,pii,high,10,2.92,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0286,pii,high,11,2.73,low,0,0,0,production_config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0287,pii,low,11,2.19,low,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0288,pii,low,11,2.41,low,0,0,1,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0289,pii,low,11,2.66,low,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0290,pii,low,11,2.66,low,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0291,pii,low,11,2.48,low,0,0,1,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0292,pii,low,11,2.66,low,0,0,1,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0293,pii,low,11,2.41,low,0,0,1,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0294,pii,low,11,2.19,low,0,0,1,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0295,pii,low,11,2.37,low,0,0,1,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0296,pii,low,11,3.10,medium,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0297,pii,low,11,2.48,low,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0298,pii,low,11,2.41,low,0,0,1,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0299,pii,low,11,2.91,low,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0300,pii,low,11,2.48,low,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0301,pii,low,11,2.73,low,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0302,pii,low,11,2.37,low,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0303,pii,low,11,2.66,low,0,0,1,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0304,pii,low,11,2.41,low,0,0,0,config,prod,1,0,0,0,secret,1,0,0,0,shared,critical,fintech-legal-hybrid,0,1,0,0,false_positive,0
evenup_finding_0305,pii,low,16,3.00,medium,0,0,0,config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,false_positive,0
evenup_finding_0306,phi,high,10,2.72,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0307,phi,high,12,2.86,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0308,credit_card,high,16,2.53,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0309,phi,high,10,2.72,low,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
evenup_finding_0310,phi,high,12,3.02,medium,0,0,0,production_config,prod,1,0,0,0,unknown,0,0,0,0,shared,critical,fintech-legal-hybrid,1,1,0,0,true_secret,1
